id,rating,comment,cleaned_comment,keywords,sentiment,comment_length
4224005,5,наслать причина,наслать причина,"наслать, причина",neutral,15
4223977,5,оперативно удобно,оперативно удобно,"оперативно, удобно",positive,17
4223959,5,всё отлично выявить проблема,всё отлично выявить проблема,"всё, отлично, выявить",neutral,28
4223869,5,спасибо большой всё очень оперативно приятно когда мы слышать понимать весь добрый,спасибо большой всё очень оперативно приятно слышать понимать весь добрый,"спасибо, большой, всё",positive,82
4223859,5,весь ночь стоять палета стеллаж у подъезд,весь ночь стоять палета стеллаж подъезд,"весь, ночь, стоять",neutral,41
4223800,5,ответ вопрос нет,ответ вопрос,"ответ, вопрос",neutral,16
4223719,5,благодарить вы,благодарить,благодарить,neutral,14
4223661,5,сантехник прийти день о обращение вопрос решить место спасибо за оперативность,сантехник прийти день обращение вопрос решить место спасибо оперативность,"сантехник, прийти, день",positive,78
4223587,5,быстро спасибо,быстро спасибо,"быстро, спасибо",positive,14
4223388,5,оперативно заменить опломбировать спасибо,оперативно заменить опломбировать спасибо,"оперативно, заменить, опломбировать",positive,41
4223285,5,классно,классно,классно,neutral,7
4223272,5,ремонтный работа по дать заявка выполнить полный объём краткий срок,ремонтный работа дать заявка выполнить полный объём краткий срок,"ремонтный, работа, дать",neutral,67
4223241,5,всё сделать хорошо быстро,всё сделать быстро,"всё, сделать, быстро",positive,25
4223153,5,я нужно присутствовать при съём контрольный показание счётчик всё коридор возможно вызов выход день,нужно присутствовать съём контрольный показание счётчик всё коридор возможно вызов выход день,"нужно, присутствовать, съём",neutral,99
4223142,5,быстро оперативно помочь решить вопрос,быстро оперативно помочь решить вопрос,"быстро, оперативно, помочь",positive,38
4223029,5,спасибо быстро освободить,спасибо быстро освободить,"спасибо, быстро, освободить",positive,25
4222957,5,электрик смочь настроить свет коридор удалённый помощь отключение электричество квартира правда после это снова отвалиться интернет снова пятница прийти монтажник настраивать роутер а после прошлое посещение монтажник свет коридор закончиться,электрик смочь настроить свет коридор удалённый помощь отключение электричество квартира правда это снова отвалиться интернет снова пятница прийти монтажник настраивать роутер прошлое посещение монтажник свет коридор закончиться,"свет, коридор, снова",neutral,242
4222777,5,тяп ляп ну ладный тут везде так,тяп ляп ладный везде,"тяп, ляп, ладный",neutral,31
4222690,5,спасибо видеть счётчик приложение,спасибо видеть счётчик приложение,"спасибо, видеть, счётчик",positive,33
4222643,5,сергей настоящий профи всё чётко по дело очень рада именно он достаться наш заявка спасибо,сергей настоящий профи всё чётко дело очень рада именно достаться наш заявка спасибо,"сергей, настоящий, профи",positive,90
4222607,5,очень вежливый контактный мастер только положительный впечатление от подход к работа она выполнение,очень вежливый контактный мастер положительный впечатление подход работа выполнение,"очень, вежливый, контактный",neutral,99
4222565,5,а кто заявка подавать я не подвал или это автоматически,заявка подавать подвал это автоматически,"заявка, подавать, подвал",neutral,55
4222446,5,профессионал всё решить,профессионал всё решить,"профессионал, всё, решить",neutral,23
4222362,5,спасибо мастер за работа,спасибо мастер работа,"спасибо, мастер, работа",positive,24
4222340,5,сантехник андрей качественно выполнить свой работа,сантехник андрей качественно выполнить свой работа,"сантехник, андрей, качественно",positive,50
4222299,5,быстрый решение спасибо руслана,быстрый решение спасибо руслан,"быстрый, решение, спасибо",positive,31
4222276,5,всё отлично решить всё,всё отлично решить всё,"всё, отлично, решить",positive,22
4222274,5,не вписать ещё один человек,вписать ещё человек,"вписать, ещё, человек",neutral,27
4222082,5,спасибо за быстрый решение,спасибо быстрый решение,"спасибо, быстрый, решение",positive,26
4222023,5,спасибо большой за помощь,спасибо большой помощь,"спасибо, большой, помощь",positive,25
4221927,5,очень часто ломаться,очень часто ломаться,"очень, часто, ломаться",neutral,20
4221917,5,спасибо очень быстро решить вопрос по заявка,спасибо очень быстро решить вопрос заявка,"спасибо, очень, быстро",positive,44
4221772,5,где можно посмотреть прайс услуга ваш электрик за инкогнито цена который я потом озвучивать,посмотреть прайс услуга ваш электрик инкогнито цена который озвучивать,"посмотреть, прайс, услуга",neutral,91
4221569,5,надо то делать родитель говорить большой не прийти гость потому лифт постоянно не работать,делать родитель говорить большой прийти гость лифт постоянно работать,"делать, родитель, говорить",neutral,90
4221567,5,ну надо то делать быть далёкий если постоянно лифт выходить из строй,делать далёкий постоянно лифт выходить строй,"делать, далёкий, постоянно",neutral,68
4221565,5,давать уд чинить грузовой лифт он про отключить не чинить очередь га лифт пассажирский лифт ломаться раз два день делать уже нибыть,давать чинить грузовой лифт отключить чинить очередь лифт пассажирский лифт ломаться день делать нибыть,"лифт, чинить, давать",neutral,131
4221447,5,быстро отреагировать,быстро отреагировать,"быстро, отреагировать",positive,20
4221334,5,снять один звезда за молчаливый закрытие заявка а так действительно прийти домой свет уже быть,снять звезда молчаливый закрытие заявка действительно прийти домой свет,"снять, звезда, молчаливый",neutral,94
4221099,5,не отображаться счёт оплата,отображаться счёт оплата,"отображаться, счёт, оплата",neutral,27
4221077,5,большой спасибо всё починить очень оперативно,большой спасибо всё починить очень оперативно,"большой, спасибо, всё",positive,45
4220856,5,благодарить ростислав быстро качественно заменить резинка манжета стиральный машина,благодарить ростислав быстро качественно заменить резинка манжета стиральный машина,"благодарить, ростислав, быстро",positive,83
4220642,5,прекрасный мастер всё оперативно решить благодарить,прекрасный мастер всё оперативно решить благодарить,"прекрасный, мастер, всё",positive,51
4220445,5,здравствуйте когда быть видный оплата платить по реквизит,здравствуйте видный оплата платить реквизит,"здравствуйте, видный, оплата",neutral,57
4220372,5,спасибо за оперативность за быстрый обратный связь,спасибо оперативность быстрый обратный связь,"спасибо, оперативность, быстрый",positive,50
4220321,5,сегодня после обед быть по дать адрпес просить электрика связаться я,сегодня обед дать адрпёс просить электрика связаться,"сегодня, обед, дать",neutral,68
4220220,5,быстро оперативно сотрудник прибыть по таймер спасибо,быстро оперативно сотрудник прибыть таймер спасибо,"быстро, оперативно, сотрудник",positive,53
4220012,5,долго ехать сигнализация орало несколько час невозможно нормально работать жить когда под ухо без перерыв несколько час голосить сигнализация,долго ехать сигнализация орало несколько час невозможно нормально работать жить ухо перерыв несколько час голосить сигнализация,"сигнализация, несколько, час",negative,141
4219996,5,благодарить вопрос быть оперативно решить,благодарить вопрос оперативно решить,"благодарить, вопрос, оперативно",positive,41
4219789,5,всё чётко сделать,всё чётко сделать,"всё, чётко, сделать",neutral,17
4219754,5,доводчик заменить тот же день спасибо,доводчик заменить день спасибо,"доводчик, заменить, день",positive,37
4219670,5,быстро качественно,быстро качественно,"быстро, качественно",positive,18
4219646,5,счёт оплатить квитанция выслать вы чат,счёт оплатить квитанция выслать чат,"счёт, оплатить, квитанция",neutral,38
4219625,5,оперативно всё исправить,оперативно всё исправить,"оперативно, всё, исправить",positive,24
4219518,5,спасибо мастер починить всё быстро профессионально поставить новый доводчик дверь теперь закрываться теплопотеря нет,спасибо мастер починить всё быстро профессионально поставить новый доводчик дверь закрываться теплопотеря,"спасибо, мастер, починить",positive,116
4219489,5,спасибо большой услышать убрать возле мусор теперь хоть рядом банк бросать не быть человек мусор,спасибо большой услышать убрать возле мусор рядом банк бросать человек мусор,"мусор, спасибо, большой",positive,96
4219427,5,за оперативность спасибо большой,оперативность спасибо большой,"оперативность, спасибо, большой",positive,32
4219422,5,огромный спасибо специалист,огромный спасибо специалист,"огромный, спасибо, специалист",positive,27
4219378,5,электрик всё отлично объяснить помочь устранить проблема очень профессионально молодец,электрик всё отлично объяснить помочь устранить проблема очень профессионально молодец,"электрик, всё, отлично",neutral,86
4219364,5,хоть фото не это место но подтверждать работа выполнить главное выполнить оперативно,фото это место подтверждать работа выполнить главное выполнить оперативно,"выполнить, фото, это",positive,84
4219359,5,быть бы удобный если сразу дать ссылка или название раздел где этот заявка оформить потому приложение очень неудобно искать где подать этот заявка чёрт нога сломить,удобный сразу дать ссылка название раздел заявка оформить приложение очень неудобно искать подать заявка чёрт нога сломить,"заявка, удобный, сразу",negative,164
4219271,5,спасибо оперативно получить по электронный почта,спасибо оперативно получить электронный почта,"спасибо, оперативно, получить",positive,48
4219270,5,благодарить за быстрый ответ,благодарить быстрый ответ,"благодарить, быстрый, ответ",positive,28
4219268,5,большой спасибо за оперативный работа,большой спасибо оперативный работа,"большой, спасибо, оперативный",positive,37
4219232,5,мой ошибка,ошибка,ошибка,neutral,10
4219218,5,оперативно большой спасибо,оперативно большой спасибо,"оперативно, большой, спасибо",positive,26
4219139,5,зеркало не быть подключить к проводка поить замена прошлый год теперь делать не известно завести новый заявка замена зеркало,зеркало подключить проводка поить замена прошлый год делать известно завести новый заявка замена зеркало,"зеркало, замена, подключить",neutral,124
4218988,5,просить перенести урна от подъезд чтобы у человек не быть собоазный поставить туда свой бытовой мусор,просить перенести урна подъезд человек собоазный поставить туда свой бытовой мусор,"просить, перенести, урна",neutral,101
4218908,5,электрик справиться проблема за минута молодец,электрик справиться проблема минута молодец,"электрик, справиться, проблема",negative,46
4218859,5,очень оперативно решить проблема восстановить освещение холл,очень оперативно решить проблема восстановить освещение холл,"очень, оперативно, решить",neutral,60
4218817,5,большой спасибо быстро исправить,большой спасибо быстро исправить,"большой, спасибо, быстро",positive,32
4218759,5,лифт работать,лифт работать,"лифт, работать",neutral,13
4218754,5,большой спасибо очень быстро исправить,большой спасибо очень быстро исправить,"большой, спасибо, очень",positive,38
4218747,5,ответ получить один вопрос из два второй вопрос просто проигнорировать,ответ получить вопрос второй вопрос просто проигнорировать,"вопрос, ответ, получить",neutral,70
4218724,5,замечательный сантехник который правда помогать очень приятный воспитанный мужчина,замечательный сантехник который правда помогать очень приятный воспитанный мужчина,"замечательный, сантехник, который",neutral,82
4218607,5,большой спасибо всё работать,большой спасибо всё работать,"большой, спасибо, всё",positive,28
4218476,5,ничего не выполнить не писать х подобный бардак ук пригород видеть впервые,выполнить писать подобный бардак пригород видеть впервые,"выполнить, писать, подобный",neutral,74
4218453,5,спасибо большой электрик,спасибо большой электрик,"спасибо, большой, электрик",positive,24
4218409,5,сделанно не аккуратно торчать резинка,сделанно аккуратно торчать резинка,"сделанно, аккуратно, торчать",neutral,37
4218310,5,подача тепло возобновиться короткий срок,подача тепло возобновиться короткий срок,"подача, тепло, возобновиться",neutral,40
4218282,5,благодарить за оперативность провести работа,благодарить оперативность провести работа,"благодарить, оперативность, провести",positive,44
4218253,5,прогресс,прогресс,прогресс,neutral,8
4218135,5,оперативно провести консультация проблема быть устранить огромный спасибо,оперативно провести консультация проблема устранить огромный спасибо,"оперативно, провести, консультация",positive,73
4218027,5,спасибо большой оперативно устранить течь по стояк ванная,спасибо большой оперативно устранить течь стояк ванная,"спасибо, большой, оперативно",positive,57
4218008,5,сумма который я должный заплатить за коммунальный услуга сохраниться рубль когда дать сумма уменьшиться перенести рубль,сумма который должный заплатить коммунальный услуга сохраниться рубль дать сумма уменьшиться перенести рубль,"сумма, рубль, который",neutral,119
4218004,5,какой акт выполнить работа мы должный предоставить ремонт делать сам,акт выполнить работа должный предоставить ремонт делать,"акт, выполнить, работа",neutral,68
4217998,5,спасибо вы огромный,спасибо огромный,"спасибо, огромный",positive,19
4217911,5,я звонить сообщить я нужный перерасчёт так декабрь пройти оплата сумма большой оплата,звонить сообщить нужный перерасчёт декабрь пройти оплата сумма большой оплата,"оплата, звонить, сообщить",neutral,85
4217635,5,спасибо за быстрый реакция решение проблема,спасибо быстрый реакция решение проблема,"спасибо, быстрый, реакция",positive,43
4217631,5,быстро отреагировать спасибо,быстро отреагировать спасибо,"быстро, отреагировать, спасибо",positive,28
4217568,5,а можно фото акт скинуть,фото акт скинуть,"фото, акт, скинуть",neutral,24
4217525,5,спасибо валерий всё сделать хорошо маленький минус долго идти быть бы течь более сильный то за час но я думать это проблема обработка заявка он не сразу передать принять внимание плохо нет прямой аварийный телефон непосредственно живить рыбацкий звонить через десятый рука,спасибо валерий всё сделать маленький минус долго идти течь сильный час думать это проблема обработка заявка сразу передать принять внимание плохо прямой аварийный телефон непосредственно живить рыбацкий звонить десятый рука,"спасибо, валерий, всё",negative,272
4217490,5,отлично так бы по весь сервис исполняться бы чётко быстро,отлично весь сервис исполняться чётко быстро,"отлично, весь, сервис",positive,57
4217486,5,очень отзывчивый профи свой дело,очень отзывчивый профи свой дело,"очень, отзывчивый, профи",neutral,32
4217417,5,очень удобный сервис но пока ещё выяснять,очень удобный сервис пока ещё выяснять,"очень, удобный, сервис",neutral,41
4217383,5,за ноябрь оплата быть куда мочь выслать подтверждать документ,ноябрь оплата мочь выслать подтверждать документ,"ноябрь, оплата, мочь",neutral,61
4217322,5,спасибо игорь,спасибо игорь,"спасибо, игорь",positive,13
4217286,5,спасибо большой всё сделать отлично,спасибо большой всё сделать отлично,"спасибо, большой, всё",positive,35
4217169,5,супер быстро,супер быстро,"супер, быстро",positive,12
4217145,5,всё убрать спасибо,всё убрать спасибо,"всё, убрать, спасибо",positive,18
4217093,5,качественно быстро,качественно быстро,"качественно, быстро",positive,18
4216980,5,установить быстро хорошо спасибо,установить быстро спасибо,"установить, быстро, спасибо",positive,32
4216813,5,спасибо так быстро починить дверь,спасибо быстро починить дверь,"спасибо, быстро, починить",positive,33
4216758,5,очень понравиться работа игорь,очень понравиться работа игорь,"очень, понравиться, работа",neutral,30
4216642,5,отлично быстро отреагировать всё работать,отлично быстро отреагировать всё работать,"отлично, быстро, отреагировать",positive,41
4216360,5,сделать спасибо,сделать спасибо,"сделать, спасибо",positive,15
4216283,5,заявка не выполнить грязь дорога ещё большой,заявка выполнить грязь дорога ещё большой,"заявка, выполнить, грязь",neutral,44
4216224,5,электрик молодец,электрик молодец,"электрик, молодец",neutral,16
4216172,5,спасибо техника дмитрий за помощь,спасибо техника дмитрий помощь,"спасибо, техника, дмитрий",positive,33
4216104,5,выражать огромный благодарность мастер электрик за проделать работа профессионал свой дело щепетильный проверить всё возможный вариант неполадка найти устранить причина замыкание ещё раз большой спасибо,выражать огромный благодарность мастер электрик проделать работа профессионал свой дело щепетильный проверить всё возможный вариант неполадка найти устранить причина замыкание ещё большой спасибо,"выражать, огромный, благодарность",positive,202
4216092,5,отрегулировать оперативно вопрос решить но очень дорого когда регулировка равный половина стоимость регулятор давление вода,отрегулировать оперативно вопрос решить очень дорого регулировка равный половина стоимость регулятор давление вода,"отрегулировать, оперативно, вопрос",positive,123
4215839,5,спасибо за оперативность сотрудник устранить проблема,спасибо оперативность сотрудник устранить проблема,"спасибо, оперативность, сотрудник",positive,53
4215769,5,спасибо значит гулом труба можно бороться действительно стать тихо если проблема возникнуть опять быть много заявка,спасибо значит гулом труба бороться действительно стать тихо проблема возникнуть заявка,"спасибо, значит, гулом",neutral,115
4215754,5,потрясать сантехник спасибо,потрясать сантехник спасибо,"потрясать, сантехник, спасибо",positive,27
4215731,5,спасибо оперативно починить,спасибо оперативно починить,"спасибо, оперативно, починить",positive,27
4215665,5,спасибо всё работать до вчерашний день,спасибо всё работать вчерашний день,"спасибо, всё, работать",positive,38
4215603,5,спасибо вы прекрасный,спасибо прекрасный,"спасибо, прекрасный",positive,21
4215565,5,спасибо инженер быстро оперативно работать хоть кто то этот компания ответственный человек,спасибо инженер быстро оперативно работать компания ответственный человек,"спасибо, инженер, быстро",positive,90
4215449,5,личный кабинет так указать не верный счётчик неверный показание,личный кабинет указать верный счётчик неверный показание,"личный, кабинет, указать",neutral,63
4215446,5,выдать александр премия,выдать александр премия,"выдать, александр, премия",neutral,23
4215416,5,большой спасибо оперативно подклый электричество,большой спасибо оперативно подклый электричество,"большой, спасибо, оперативно",positive,48
4215184,5,мочь ли быть причина срабатывание пожарный сигнализация курение квартира регулярно слышать запах сигарета который проникать квартира по вентиляция,мочь причина срабатывание пожарный сигнализация курение квартира регулярно слышать запах сигарета который проникать квартира вентиляция,"квартира, мочь, причина",neutral,146
4215126,5,супер оперативно спасибо,супер оперативно спасибо,"супер, оперативно, спасибо",positive,24
4215074,5,всё отлично оперативно спасибо,всё отлично оперативно спасибо,"всё, отлично, оперативно",positive,30
4215062,5,откликнуться быстро оперативно,откликнуться быстро оперативно,"откликнуться, быстро, оперативно",positive,30
4215045,5,теперь всё норма,всё норма,"всё, норма",neutral,16
4215012,5,спасибо за оперативный реагирование,спасибо оперативный реагирование,"спасибо, оперативный, реагирование",positive,35
4214866,5,спасибо стараться исправить быстро но увы,спасибо стараться исправить быстро увы,"спасибо, стараться, исправить",positive,41
4214790,5,устранить спасибо,устранить спасибо,"устранить, спасибо",positive,17
4214752,5,благодарить наконец то устранить проблема,благодарить устранить проблема,"благодарить, устранить, проблема",negative,41
4214749,5,прислать очень быстро,прислать очень быстро,"прислать, очень, быстро",positive,21
4214634,5,спасибо ответ быть предоставить оперативно,спасибо ответ предоставить оперативно,"спасибо, ответ, предоставить",positive,42
4214606,5,работа выполнить быстро проблема решить,работа выполнить быстро проблема решить,"работа, выполнить, быстро",neutral,39
4214605,5,общий корридора площадка этаж не убрать есть камера видеонаблюдение,общий корридора площадка этаж убрать камера видеонаблюдение,"общий, корридора, площадка",neutral,67
4214518,5,спасибо за исправление,спасибо исправление,"спасибо, исправление",positive,22
4214480,5,быстро оформить заявка быстро прислать сантехник,быстро оформить заявка быстро прислать сантехник,"быстро, оформить, заявка",positive,48
4214387,5,огромный спасибо мастер за профессионализм,огромный спасибо мастер профессионализм,"огромный, спасибо, мастер",positive,42
4214336,5,быстро выполнить заявка,быстро выполнить заявка,"быстро, выполнить, заявка",positive,23
4214193,5,очень быстро очень приятный человек,очень быстро очень приятный человек,"очень, быстро, приятный",positive,35
4214096,5,отреагировать быстро устранить неисправность,отреагировать быстро устранить неисправность,"отреагировать, быстро, устранить",positive,44
4214081,5,фасад очистить а виновник искать не стать,фасад очистить виновник искать стать,"фасад, очистить, виновник",neutral,41
4213959,5,очень благодарный компетентный сотрудник грамотный разъяснение мой вопрос,очень благодарный компетентный сотрудник грамотный разъяснение вопрос,"очень, благодарный, компетентный",neutral,73
4213825,5,всё исправить спасибо,всё исправить спасибо,"всё, исправить, спасибо",positive,21
4213810,5,спасибо всё чётко быстро,спасибо всё чётко быстро,"спасибо, всё, чётко",positive,24
4213768,5,отзывчивый девочка решить проблема быстро очень довольный,отзывчивый девочка решить проблема быстро очень довольный,"отзывчивый, девочка, решить",neutral,57
4213725,5,огромный спасибо за молниеносный решение проблема,огромный спасибо молниеносный решение проблема,"огромный, спасибо, молниеносный",neutral,49
4213715,5,пломба сорвать шкаф распашка прошлый раз шланг украсть,пломба сорвать шкаф распашка прошлый шланг украсть,"пломба, сорвать, шкаф",neutral,54
4213696,5,ольга когда парковка достроить,ольга парковка достроить,"ольга, парковка, достроить",neutral,30
4213590,5,девочка просто молодец,девочка просто молодец,"девочка, просто, молодец",neutral,22
4213476,5,жить тут не долго но пока вы хороший ук спасибо за быстрый регирование проблема хороший день,жить долго пока хороший спасибо быстрый регирование проблема хороший день,"хороший, жить, долго",positive,92
4213472,5,ребята молодец спасибо огромный всё устранить,ребята молодец спасибо огромный всё устранить,"ребята, молодец, спасибо",positive,45
4213443,5,проблема повторяться очень часто вопрос не решаться не устраняться причина остановка лифт практически каждый день ездить лифт небезопасно,проблема повторяться очень часто вопрос решаться устраняться причина остановка лифт практически каждый день ездить лифт небезопасно,"лифт, проблема, повторяться",negative,137
4213418,5,спасибо устранить течь быть бы ещё приятный если бы не прийтись ругаться особенно сантехник ждать сутки пока отключить вода начать то предпринимать,спасибо устранить течь ещё приятный прийтись ругаться особенно сантехник ждать сутки пока отключить вода начать предпринимать,"спасибо, устранить, течь",positive,147
4213414,5,выяснить причина прийти отличный мастер сделать всё за минута,выяснить причина прийти отличный мастер сделать всё минута,"выяснить, причина, прийти",positive,61
4213295,5,много время пройти момент обращение,время пройти момент обращение,"время, пройти, момент",neutral,35
4213243,5,отличный мастер плюс,отличный мастер плюс,"отличный, мастер, плюс",positive,20
4213235,5,супруг ребёнок к сосед заслать так свет не быть спасибо,супруг ребёнок сосед заслать свет спасибо,"супруг, ребёнок, сосед",positive,55
4213156,5,всё починить,всё починить,"всё, починить",neutral,12
4213024,5,всё ясно,всё ясно,"всё, ясно",neutral,8
4213020,5,всё понятно,всё понятно,"всё, понятно",neutral,11
4213012,5,прийти очень хороший мужчина всё объяснить нужно сделать,прийти очень хороший мужчина всё объяснить нужно сделать,"прийти, очень, хороший",positive,56
4213001,5,перевести окно зимний режим дуть стать немного маленький но не перестать составить акт сказать передать застройщик,перевести окно зимний режим дуть стать немного маленький перестать составить акт сказать передать застройщик,"перевести, окно, зимний",neutral,114
4212816,5,да выполнить благодарить за оперативность,выполнить благодарить оперативность,"выполнить, благодарить, оперативность",positive,41
4212739,5,здравствуйте быть услышать специалист проблема решить теч ой минута срасибо,здравствуйте услышать специалист проблема решить теч минута срасибо,"здравствуйте, услышать, специалист",negative,75
4212726,5,очень профессиональный компетентный сотрудник вежливый грамотный помочь решить всё вопрос по заявка,очень профессиональный компетентный сотрудник вежливый грамотный помочь решить всё вопрос заявка,"очень, профессиональный, компетентный",neutral,99
4212598,5,квартира никто не проживать счётчик электроэнергия квартира отключить сам находиться друг регион возможность разобраться утречком электроэнергия нет просьба подробный помочь разобраться решение проблема,квартира никто проживать счётчик электроэнергия квартира отключить находиться друг регион возможность разобраться утречком электроэнергия просьба подробный помочь разобраться решение проблема,"квартира, электроэнергия, разобраться",negative,202
4212517,5,я никто не связаться никто не снять показание,никто связаться никто снять показание,"никто, связаться, снять",neutral,45
4212421,5,всё быстро исправить,всё быстро исправить,"всё, быстро, исправить",positive,20
4212044,5,никто не приходить,никто приходить,"никто, приходить",neutral,18
4212028,5,спасибо большой специалист,спасибо большой специалист,"спасибо, большой, специалист",positive,26
4212014,5,отличный мастер благодарить за выполнить работа,отличный мастер благодарить выполнить работа,"отличный, мастер, благодарить",positive,47
4211865,5,очень хороший мастер знать свой дело,очень хороший мастер знать свой дело,"очень, хороший, мастер",positive,36
4211847,5,отлично быстро,отлично быстро,"отлично, быстро",positive,14
4211827,5,отличный мастер приехать быстро,отличный мастер приехать быстро,"отличный, мастер, приехать",positive,31
4211689,5,всё супер спасибо,всё супер спасибо,"всё, супер, спасибо",positive,17
4211650,5,быстро всё починить спасибо,быстро всё починить спасибо,"быстро, всё, починить",positive,27
4211602,5,благодарить за оперативный выполнение заявка я приятно удивлённый момент подача заявка до выход мастер пройти менее минута точка так держать спасибо,благодарить оперативный выполнение заявка приятно удивлённый момент подача заявка выход мастер пройти менее минута точка держать спасибо,"заявка, благодарить, оперативный",positive,148
